	ODPnumbO	ODPnumbD	ODPnumbAvg	VarO	VarD	VarAvg	spd	FrstDrvO	FrstDrvD	FrstDrvAvg	scndDrvO	scndDrvD	scndDrAvg	OTime	Dtime
7	0.3749667348675498	0.7548935665717246	0.7762710147154521	0.24763171992304506	-0.2899363019672839	0.09229723104329558	-0.32451203439331994	0.7301576597183552	0.05974245504505672	0.5756262782483256	0.07116226551155069	-0.2641305461840786	-0.18278054623577464	-0.102295857062685	0.40467446532219953
134	-0.4021663943916209	0.4737414002507843	0.024889512268553567	-0.37558083117672075	0.5211106102923323	-0.1035227026218154	-0.32746615415604247	-0.01859098124486807	0.08996314905673794	0.04909785716326241	0.07116226551155069	0.4224089610675534	0.3904956900184402	-0.37485035374882475	0.27281572784347696
86	-0.14312201797189733	0.4737414002507843	0.2127348878802782	1.0172648620145646	0.06382495890980174	0.941514394252924	-0.3243165289618199	1.1864332233376176	0.3457667980089584	1.1086449256927051	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.18142458190704816	0.12777111661688217
318	-0.14312201797189733	0.1925892339298441	0.024889512268553567	0.19265792409334617	-0.30581427595774385	0.03584720142535192	-0.2441849063686831	-0.5165219679941994	1.2573414966675733	0.49847261799991893	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.2341770651366236	-0.30736271706290225
201	-0.14312201797189733	-0.3697150987120364	-0.3508012389548957	-0.20907366103556194	-0.16291250990070302	-0.26063404463429446	-0.3053574596154687	3.2952255825996484	2.0716180572973775	3.8536098493481883	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.348474112134037	-0.346920338306519
300	-0.4021663943916209	0.1925892339298441	-0.16295586334317105	-0.3993675697683149	0.11098254170862522	-0.30866400652669634	-0.32708761363043565	-0.01859098124486807	0.7227154718008753	0.49005480691241315	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.24296914567488614	-0.33373446455864675
58	-0.4021663943916209	-0.08856293239109617	-0.3508012389548957	-0.18528692244396783	-0.4645940160052446	-0.37448284320829306	-0.33341903075586465	-0.7833178813583296	-0.27578858977644755	-0.7650641746898529	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.2605533067514113	-0.14913223208843518
64	0.3749667348675498	0.1925892339298441	0.4005802634920028	0.9479133040595757	2.218783591049977	1.8449994847286042	-0.3122019411035083	0.5529295753593861	0.6693276008305757	0.8708245693983558	3.6190087041584613	0.10730611409045002	2.010643943179046	0.082337834240829	-0.004087620861840382
109	0.3749667348675498	-0.3697150987120364	0.024889512268553567	0.33897279611476644	-0.5916178080718255	0.03907291757429332	-0.3054385259530375	-0.00203246784357587	-0.014965628990466995	-0.011915775402617835	-5.462907694557332	0.10730611409045002	-2.810215302390261	0.07354575370256643	0.998038783976451
364	0.8930554877069969	-0.3697150987120364	0.4005802634920028	-0.2168407593453592	-0.16291250990070302	-0.2676043792347667	-0.2890538435069614	-0.004920117655860291	-0.014965628990466995	-0.014027627793626816	0.07651326150544377	0.10730611409045002	0.13021792323508458	5.128992063203545	-0.4128497070458803
61	0.11592235844782624	0.1925892339298441	0.2127348878802782	-0.2863805614582428	-0.4963499640337983	-0.4794372043663475	-0.3079391912609983	0.47848150333180944	0.05055748927881123	0.3851648876215159	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.286929548366199	-0.004087620861840382
338	-0.14312201797189733	3.566415229781127	2.279034019609249	0.002364015360593251	-0.43159760128920166	-0.19129449335746534	-0.30532182027188853	4.399831104433456	-0.022463138014397	3.2021123464834607	0.07116226551155069	0.10537919703729293	0.1257684892734044	-0.348474112134037	6.325131778116842
263	-0.4021663943916209	-0.6508672650329766	-0.726491990178345	-0.37558083117672075	-0.5916178080718255	-0.6021804403135967	0.13724395506050474	-0.01859098124486807	-0.014965628990466995	-0.024025657750029676	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.4128497070458803
376	-0.14312201797189733	-0.3697150987120364	-0.3508012389548957	-0.20907366103556194	-0.16291250990070302	-0.26063404463429446	-0.3053574596154687	3.2952255825996484	2.0716180572973775	3.8536098493481883	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.348474112134037	-0.346920338306519
115	0.11592235844782624	-0.6508672650329766	-0.3508012389548957	-0.3517940925851266	-0.5916178080718255	-0.5808337905836404	-0.32389985992700415	0.16550993878461526	-0.014965628990466995	0.11061446510133496	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.21659290406009843	-0.4128497070458803
354	-0.14312201797189733	0.1925892339298441	0.024889512268553567	0.3618080651626968	2.218783591049977	1.3190180353824787	-0.2630912691707857	1.7889453264573143	-1.8711290316390314	0.004359152795678347	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.2781374678279364	-0.1755039795841797
253	-0.4021663943916209	-0.3697150987120364	-0.5386466145666203	0.7661826212197967	-0.5916178080718255	0.42245874672431016	-0.2490750199767496	-2.3382625759360294	-0.014965628990466995	-1.7204911921054997	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.286929548366199	-0.21506160082779646
360	-0.6612107708113445	-0.6508672650329766	-0.9143373657900696	-0.3993675697683149	-0.5916178080718255	-0.6235270900435531	-0.3296775822028872	-0.01859098124486807	-0.014965628990466995	-0.024025657750029676	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.4128497070458803
250	-0.6612107708113445	-0.3697150987120364	-0.726491990178345	-0.3993675697683149	-0.5439838860528119	-0.6021804403135967	3.3647189363844014	-0.01859098124486807	3.4626738481559407	2.3994965341863566	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.39966383329800803
79	-0.14312201797189733	0.1925892339298441	0.024889512268553567	0.2560892270835529	-0.4963499640337983	0.007385002070032031	-0.3105776026583029	-0.1487408765967109	-0.014965628990467415	-0.11920930765064464	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.1902166624453107	-0.14913223208843518
68	-0.6612107708113445	-0.3697150987120364	-0.726491990178345	-0.3993675697683149	-0.40108211999577104	-0.5381404911237275	-0.2961132556399514	-0.01859098124486807	-0.014965628990466995	-0.024025657750029676	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.4128497070458803
213	-0.6612107708113445	-0.6508672650329766	-0.9143373657900696	-0.3993675697683149	-0.5916178080718255	-0.6235270900435531	0.2105956591815024	-0.01859098124486807	-0.014965628990466995	-0.024025657750029676	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.4128497070458803
297	-0.6612107708113445	-0.3697150987120364	-0.726491990178345	-0.3993675697683149	0.17052494423239223	-0.28198069436425083	-0.09992655493072103	-0.01859098124486807	-3.4926051061368746	-2.4475478496864156	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.36010621205439125
240	-0.14312201797189733	-0.6508672650329766	-0.5386466145666203	0.04465155068739779	-0.5916178080718255	-0.22505629509859829	1.1436293356005927	1.9696989570618417	-0.014965628990466995	1.4300876574118018	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.33088995105751184	-0.4128497070458803
123	-0.6612107708113445	0.4737414002507843	-0.16295586334317105	-0.3993675697683149	0.5211106102923323	-0.12486935235177178	-0.33388119360318147	-0.01859098124486807	0.08996314905673794	0.04909785716326241	0.07116226551155069	0.4224089610675534	0.3904956900184402	-0.37485035374882475	0.27281572784347696
110	0.11592235844782624	5.5344803940277085	3.7817970245030463	-0.3517940925851266	0.23247605653062609	-0.2115246443995597	-0.30765121954172353	0.16550993878461526	0.9150896370841453	0.7587580095577202	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.21659290406009843	-0.04364524210545715
294	-0.4021663943916209	0.7548935665717246	0.2127348878802782	-0.018779752302809018	1.0861547784920227	0.46989574607677626	-0.28371332470381416	-0.34997263762931974	0.6370917729744844	0.18803253404440406	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.023167132218321857	0.11458524286900991
355	1.1520998641267204	-0.6508672650329766	0.4005802634920028	0.740909211466228	-0.5916178080718255	0.3997779313862315	-0.296795783808878	-0.16057885333208172	-0.014965628990466995	-0.12786687778859873	-1.5280376344478426	0.10730611409045002	-0.7215091442852362	0.5483181027687453	-0.4128497070458803
164	-0.6612107708113445	1.317197899213605	0.4005802634920028	-0.3993675697683149	0.7421320084605555	-0.0258208976047741	-0.3330336005980966	-0.01859098124486807	0.158617998176109	0.09694253787794341	0.07116226551155069	2.2278277986732116	1.8980620993171946	-0.37485035374882475	0.39148859157432725
306	0.11592235844782624	-0.6508672650329766	-0.3508012389548957	1.0040500071357379	-0.5916178080718255	0.6359252440238742	-0.3216743989265232	-1.7873151601945587	-0.014965628990466995	-1.3175620417043858	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.21659290406009843	-0.4128497070458803
298	-0.4021663943916209	0.7548935665717246	0.2127348878802782	-0.018779752302809018	0.768595298682825	0.32758474801937804	0.44532111236869487	-3.3324075450893846	-0.3195910308841502	-2.6598373715211143	0.07116226551155069	0.05018324792217585	0.0796785924890896	-0.3396820315957744	0.7870648040104948
237	-0.6612107708113445	0.4737414002507843	-0.16295586334317105	-0.3993675697683149	1.801510434163418	0.44892859238945615	5.139830176112546	-0.01859098124486807	-0.5005997139337894	-0.3624578010918717	0.07116226551155069	-0.10817374486910895	-0.05255300253637331	-0.37485035374882475	0.536533202800922
36	-0.14312201797189733	-0.08856293239109617	-0.16295586334317105	0.19265792409334617	-0.2952289599641039	0.04059090174483824	-0.3250004681045665	-0.3312151849122069	-0.884375498277069	-0.8585403756535385	0.07116226551155069	0.10730611409045002	0.12737750967283118	0.09112991477909158	-0.28099096956715774
189	-0.4021663943916209	-0.3697150987120364	-0.5386466145666203	-0.37558083117672075	-0.16291250990070302	-0.4100605927439892	-0.33559346924008066	-0.01859098124486807	-1.0582574721343894	-0.7510823153309455	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.28099096956715774
286	-0.6612107708113445	2.4418065644973663	1.1519617659389014	-0.3993675697683149	1.6458533622154325	0.3791724847244616	2.401366555595299	-0.01859098124486807	-0.06280066085016067	-0.057361275782258234	0.07116226551155069	0.1342933739166712	0.14990379526480602	-0.37485035374882475	7.577789784164707
178	-0.4021663943916209	-0.08856293239109617	-0.3508012389548957	0.19530089502153802	-0.4645940160052446	-0.03293644765707055	-0.28058079009478337	-2.385602813272483	-0.28951611430289176	-1.9464436377786467	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.31330578998098674	-0.16231810583630746
118	-0.4021663943916209	-0.08856293239109617	-0.3508012389548957	-0.37558083117672075	-0.4222527519830509	-0.5262812412642643	-0.3149232704212181	-0.01859098124486807	0.08163546836974199	0.04329440367565264	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	0.536533202800922
14	0.11592235844782624	-0.3697150987120364	-0.16295586334317105	1.1467704386853026	-0.5916178080718255	0.7640051424036125	-0.3178483308794292	1.408305925919906	-0.014965628990466995	1.0195192257685974	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.1902166624453107	-0.4128497070458803
324	-0.6612107708113445	-0.6508672650329766	-0.9143373657900696	-0.3993675697683149	-0.5916178080718255	-0.6235270900435531	3.3647189363844014	-0.01859098124486807	-0.014965628990466995	-0.024025657750029676	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.4128497070458803
12	-0.4021663943916209	0.1925892339298441	-0.16295586334317105	-0.3042206154019384	2.504587123164059	0.8493917413234381	-0.3061957087186142	0.6441723315240353	1.4824718177031448	1.5042236641558746	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.286929548366199	-0.13594635834056293
222	-0.4021663943916209	-0.6508672650329766	-0.726491990178345	-0.37558083117672075	-0.5916178080718255	-0.6021804403135967	0.13724395506050474	1.08601454058894	-0.014965628990466995	0.7838150720875916	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.348474112134037	-0.4128497070458803
204	-0.14312201797189733	-0.6508672650329766	-0.5386466145666203	-0.20907366103556194	-0.5916178080718255	-0.452753892203902	-0.28058079009478337	-2.0068809195515778	-0.014965628990466995	-1.4781389729118612	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.33088995105751184	-0.4128497070458803
165	-0.6612107708113445	-0.3697150987120364	-0.726491990178345	-0.3993675697683149	-0.16291250990070302	-0.43140724247394563	-0.3346953844721014	-0.01859098124486807	-1.0582574721343894	-0.7510823153309455	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.28099096956715774
386	2.188277369805615	-0.3697150987120364	1.339807141550626	7.975546641895888	-0.5916178080718255	6.892272503801703	-0.31860886130919946	-0.2576258238277276	-0.014965628990466995	-0.19884107992836111	0.28935608655039435	0.10730611409045002	0.24319906685320147	2.5441203849543492	-0.4128497070458803
140	-0.4021663943916209	1.317197899213605	0.5884256391037275	-0.3042206154019384	-0.3534481979767574	-0.43140724247394563	-0.3285144165525975	-0.01859098124486807	-0.17108257192595122	-0.132821545945971	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.10957461084481843
35	-0.14312201797189733	-0.08856293239109617	-0.16295586334317105	-0.251361196314793	-0.5492765440496318	-0.4717286919448884	-0.2953769064796651	-0.051079378702199446	0.1589163448668534	0.07339042931177626	0.07116226551155069	0.10730611409045002	0.12737750967283118	0.07354575370256643	-0.28099096956715774
84	-0.14312201797189733	-0.08856293239109617	-0.16295586334317105	-0.3359362668494683	0.7209613766638112	0.021616101747691976	-0.3254741862023171	-0.2671272235332068	-1.2901001033645432	-1.0944146266631076	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.1990087429835733	-0.21506160082779646
279	-0.4021663943916209	-0.08856293239109617	-0.3508012389548957	-0.3042206154019384	-0.21054643191971661	-0.3673672932840764	-0.3194174234128509	1.6383173006773901	-5.231424844710078	-2.4475478496864156	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.3396820315957744	-0.3864779595501358
102	-0.4021663943916209	-0.08856293239109617	-0.3508012389548957	-0.18528692244396783	0.7209613766638112	0.15681155017972687	-0.3275751833270693	-0.7833178813583296	-1.2901001033645432	-1.4719248123889506	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.2605533067514113	-0.21506160082779646
225	-0.6612107708113445	-0.6508672650329766	-0.9143373657900696	-0.3993675697683149	-0.5916178080718255	-0.6235270900435531	5.139830176112546	-0.01859098124486807	-0.014965628990466995	-0.024025657750029676	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.4128497070458803
267	0.8930554877069969	-0.08856293239109617	0.5884256391037275	0.734628784365979	0.5939375844543286	0.925436155739208	-0.2733444726935559	-0.2805160332822913	-0.5375124939276739	-0.5797377598479734	-0.807484886155273	0.10730611409045002	-0.3390256214223969	0.266971525544343	-0.2018757270799242
384	-0.6612107708113445	-0.08856293239109617	-0.5386466145666203	-0.3993675697683149	-0.5492765440496318	-0.6045522903025667	-0.0328233293197864	-0.01859098124486807	0.015029760931228096	-0.0031222553637848907	0.07116226551155069	0.13712259937359747	0.1522680701374331	-0.37485035374882475	1.1826410164466625
59	-0.14312201797189733	-0.6508672650329766	-0.5386466145666203	-0.3359362668494683	-0.5916178080718255	-0.5666026907779005	-0.31765515869717564	-0.2671272235332068	-0.014965628990466995	-0.20578982214525865	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.1990087429835733	-0.4128497070458803
139	0.3749667348675498	-0.3697150987120364	0.024889512268553567	-0.30041473722728335	-0.5916178080718255	-0.5347250271669346	-0.3176062206505175	-0.03914010522210501	-0.014965628990473984	-0.03905402549720365	-0.4755038364899904	0.10730611409045002	-0.16280373704811604	0.17025863962345472	-0.346920338306519
373	1.1520998641267204	-0.3697150987120364	0.5884256391037275	0.2666611107963204	-0.16291250990070302	0.16629894996483344	-0.3250004681045665	0.14681555462434553	-1.0582574721343894	-0.6301141197029724	3.4069184209200505	0.10730611409045002	1.8980620993171946	0.16146655908519214	-0.28099096956715774
234	-0.6612107708113445	-0.6508672650329766	-0.9143373657900696	-0.3993675697683149	-0.5916178080718255	-0.6235270900435531	-0.25804022826146494	-0.01859098124486807	-0.014965628990466995	-0.024025657750029676	0.07116226551155069	0.10730611409045002	0.12737750967283118	-0.37485035374882475	-0.4128497070458803
